file_name,platform,emoji,emoji_name
rolling_on_the_floor_laughing_6.png,JoyPixels,🤣,rolling on the floor laughing
rolling_on_the_floor_laughing_6.png,Samsung,🤣,rolling on the floor laughing
face_with_tears_of_joy_7.png,Apple,😂,face with tears of joy
face_with_tears_of_joy_7.png,Google,😂,face with tears of joy
face_with_tears_of_joy_7.png,Facebook,😂,face with tears of joy
face_with_tears_of_joy_7.png,Windows,😂,face with tears of joy
face_with_tears_of_joy_7.png,Twitter,😂,face with tears of joy
face_with_tears_of_joy_7.png,JoyPixels,😂,face with tears of joy
face_with_tears_of_joy_7.png,Samsung,😂,face with tears of joy
slightly_smiling_face_8.png,Apple,🙂,slightly smiling face
slightly_smiling_face_8.png,Google,🙂,slightly smiling face
slightly_smiling_face_8.png,Facebook,🙂,slightly smiling face
slightly_smiling_face_8.png,Windows,🙂,slightly smiling face
slightly_smiling_face_8.png,Twitter,🙂,slightly smiling face
slightly_smiling_face_8.png,JoyPixels,🙂,slightly smiling face
slightly_smiling_face_8.png,Samsung,🙂,slightly smiling face
upside-down_face_9.png,Apple,🙃,upside-down face
upside-down_face_9.png,Google,🙃,upside-down face
upside-down_face_9.png,Facebook,🙃,upside-down face
upside-down_face_9.png,Windows,🙃,upside-down face
upside-down_face_9.png,Twitter,🙃,upside-down face
upside-down_face_9.png,JoyPixels,🙃,upside-down face
upside-down_face_9.png,Samsung,🙃,upside-down face
winking_face_10.png,Apple,😉,winking face
winking_face_10.png,Google,😉,winking face
winking_face_10.png,Facebook,😉,winking face
winking_face_10.png,Windows,😉,winking face
winking_face_10.png,Twitter,😉,winking face
winking_face_10.png,JoyPixels,😉,winking face
winking_face_10.png,Samsung,😉,winking face
smiling_face_with_smiling_eyes_11.png,Apple,😊,smiling face with smiling eyes
smiling_face_with_smiling_eyes_11.png,Google,😊,smiling face with smiling eyes
smiling_face_with_smiling_eyes_11.png,Facebook,😊,smiling face with smiling eyes
smiling_face_with_smiling_eyes_11.png,Windows,😊,smiling face with smiling eyes
smiling_face_with_smiling_eyes_11.png,Twitter,😊,smiling face with smiling eyes
smiling_face_with_smiling_eyes_11.png,JoyPixels,😊,smiling face with smiling eyes
smiling_face_with_smiling_eyes_11.png,Samsung,😊,smiling face with smiling eyes
smiling_face_with_halo_12.png,Apple,😇,smiling face with halo
smiling_face_with_halo_12.png,Google,😇,smiling face with halo
smiling_face_with_halo_12.png,Facebook,😇,smiling face with halo
smiling_face_with_halo_12.png,Windows,😇,smiling face with halo
smiling_face_with_halo_12.png,Twitter,😇,smiling face with halo
smiling_face_with_halo_12.png,JoyPixels,😇,smiling face with halo
smiling_face_with_halo_12.png,Samsung,😇,smiling face with halo
smiling_face_with_hearts_13.png,Apple,🥰,smiling face with hearts
smiling_face_with_hearts_13.png,Google,🥰,smiling face with hearts
smiling_face_with_hearts_13.png,Facebook,🥰,smiling face with hearts
smiling_face_with_hearts_13.png,Windows,🥰,smiling face with hearts
smiling_face_with_hearts_13.png,Twitter,🥰,smiling face with hearts
smiling_face_with_hearts_13.png,JoyPixels,🥰,smiling face with hearts
smiling_face_with_hearts_13.png,Samsung,🥰,smiling face with hearts
smiling_face_with_heart-eyes_14.png,Apple,😍,smiling face with heart-eyes
smiling_face_with_heart-eyes_14.png,Google,😍,smiling face with heart-eyes
smiling_face_with_heart-eyes_14.png,Facebook,😍,smiling face with heart-eyes
smiling_face_with_heart-eyes_14.png,Windows,😍,smiling face with heart-eyes
smiling_face_with_heart-eyes_14.png,Twitter,😍,smiling face with heart-eyes
smiling_face_with_heart-eyes_14.png,JoyPixels,😍,smiling face with heart-eyes
smiling_face_with_heart-eyes_14.png,Samsung,😍,smiling face with heart-eyes
star-struck_15.png,Apple,🤩,star-struck
star-struck_15.png,Google,🤩,star-struck
star-struck_15.png,Facebook,🤩,star-struck
star-struck_15.png,Windows,🤩,star-struck
star-struck_15.png,Twitter,🤩,star-struck
star-struck_15.png,JoyPixels,🤩,star-struck
star-struck_15.png,Samsung,🤩,star-struck
face_blowing_a_kiss_16.png,Apple,😘,face blowing a kiss
face_blowing_a_kiss_16.png,Google,😘,face blowing a kiss
face_blowing_a_kiss_16.png,Facebook,😘,face blowing a kiss
face_blowing_a_kiss_16.png,Windows,😘,face blowing a kiss
face_blowing_a_kiss_16.png,Twitter,😘,face blowing a kiss
face_blowing_a_kiss_16.png,JoyPixels,😘,face blowing a kiss
face_blowing_a_kiss_16.png,Samsung,😘,face blowing a kiss
kissing_face_17.png,Apple,😗,kissing face
kissing_face_17.png,Google,😗,kissing face
kissing_face_17.png,Facebook,😗,kissing face
kissing_face_17.png,Windows,😗,kissing face
kissing_face_17.png,Twitter,😗,kissing face
kissing_face_17.png,JoyPixels,😗,kissing face
kissing_face_17.png,Samsung,😗,kissing face
smiling_face_18.png,Apple,☺,smiling face
smiling_face_18.png,Google,☺,smiling face
smiling_face_18.png,Facebook,☺,smiling face
smiling_face_18.png,Windows,☺,smiling face
smiling_face_18.png,Twitter,☺,smiling face
smiling_face_18.png,JoyPixels,☺,smiling face
smiling_face_18.png,Samsung,☺,smiling face
kissing_face_with_closed_eyes_19.png,Apple,😚,kissing face with closed eyes
kissing_face_with_closed_eyes_19.png,Google,😚,kissing face with closed eyes
kissing_face_with_closed_eyes_19.png,Facebook,😚,kissing face with closed eyes
kissing_face_with_closed_eyes_19.png,Windows,😚,kissing face with closed eyes
kissing_face_with_closed_eyes_19.png,Twitter,😚,kissing face with closed eyes
kissing_face_with_closed_eyes_19.png,JoyPixels,😚,kissing face with closed eyes
kissing_face_with_closed_eyes_19.png,Samsung,😚,kissing face with closed eyes
kissing_face_with_smiling_eyes_20.png,Apple,😙,kissing face with smiling eyes
kissing_face_with_smiling_eyes_20.png,Google,😙,kissing face with smiling eyes
kissing_face_with_smiling_eyes_20.png,Facebook,😙,kissing face with smiling eyes
kissing_face_with_smiling_eyes_20.png,Windows,😙,kissing face with smiling eyes
kissing_face_with_smiling_eyes_20.png,Twitter,😙,kissing face with smiling eyes
kissing_face_with_smiling_eyes_20.png,JoyPixels,😙,kissing face with smiling eyes
kissing_face_with_smiling_eyes_20.png,Samsung,😙,kissing face with smiling eyes
smiling_face_with_tear_21.png,Apple,🥲,smiling face with tear
smiling_face_with_tear_21.png,Google,🥲,smiling face with tear
smiling_face_with_tear_21.png,Twitter,🥲,smiling face with tear
smiling_face_with_tear_21.png,JoyPixels,🥲,smiling face with tear
face_savoring_food_22.png,Apple,😋,face savoring food
face_savoring_food_22.png,Google,😋,face savoring food
face_savoring_food_22.png,Facebook,😋,face savoring food
face_savoring_food_22.png,Windows,😋,face savoring food
face_savoring_food_22.png,Twitter,😋,face savoring food
face_savoring_food_22.png,JoyPixels,😋,face savoring food
face_savoring_food_22.png,Samsung,😋,face savoring food
face_with_tongue_23.png,Apple,😛,face with tongue
face_with_tongue_23.png,Google,😛,face with tongue
face_with_tongue_23.png,Facebook,😛,face with tongue
face_with_tongue_23.png,Windows,😛,face with tongue
face_with_tongue_23.png,Twitter,😛,face with tongue
face_with_tongue_23.png,JoyPixels,😛,face with tongue
face_with_tongue_23.png,Samsung,😛,face with tongue
winking_face_with_tongue_24.png,Apple,😜,winking face with tongue
winking_face_with_tongue_24.png,Google,😜,winking face with tongue
winking_face_with_tongue_24.png,Facebook,😜,winking face with tongue
winking_face_with_tongue_24.png,Windows,😜,winking face with tongue
winking_face_with_tongue_24.png,Twitter,😜,winking face with tongue
winking_face_with_tongue_24.png,JoyPixels,😜,winking face with tongue
winking_face_with_tongue_24.png,Samsung,😜,winking face with tongue
zany_face_25.png,Apple,🤪,zany face
zany_face_25.png,Google,🤪,zany face
zany_face_25.png,Facebook,🤪,zany face
zany_face_25.png,Windows,🤪,zany face
zany_face_25.png,Twitter,🤪,zany face
zany_face_25.png,JoyPixels,🤪,zany face
zany_face_25.png,Samsung,🤪,zany face
squinting_face_with_tongue_26.png,Apple,😝,squinting face with tongue
squinting_face_with_tongue_26.png,Google,😝,squinting face with tongue
squinting_face_with_tongue_26.png,Facebook,😝,squinting face with tongue
squinting_face_with_tongue_26.png,Windows,😝,squinting face with tongue
squinting_face_with_tongue_26.png,Twitter,😝,squinting face with tongue
squinting_face_with_tongue_26.png,JoyPixels,😝,squinting face with tongue
squinting_face_with_tongue_26.png,Samsung,😝,squinting face with tongue
money-mouth_face_27.png,Apple,🤑,money-mouth face
money-mouth_face_27.png,Google,🤑,money-mouth face
money-mouth_face_27.png,Facebook,🤑,money-mouth face
money-mouth_face_27.png,Windows,🤑,money-mouth face
money-mouth_face_27.png,Twitter,🤑,money-mouth face
money-mouth_face_27.png,JoyPixels,🤑,money-mouth face
money-mouth_face_27.png,Samsung,🤑,money-mouth face
hugging_face_28.png,Apple,🤗,hugging face
hugging_face_28.png,Google,🤗,hugging face
hugging_face_28.png,Facebook,🤗,hugging face
hugging_face_28.png,Windows,🤗,hugging face
hugging_face_28.png,Twitter,🤗,hugging face
hugging_face_28.png,JoyPixels,🤗,hugging face
hugging_face_28.png,Samsung,🤗,hugging face
face_with_hand_over_mouth_29.png,Apple,🤭,face with hand over mouth
face_with_hand_over_mouth_29.png,Google,🤭,face with hand over mouth
face_with_hand_over_mouth_29.png,Facebook,🤭,face with hand over mouth
face_with_hand_over_mouth_29.png,Windows,🤭,face with hand over mouth
face_with_hand_over_mouth_29.png,Twitter,🤭,face with hand over mouth
face_with_hand_over_mouth_29.png,JoyPixels,🤭,face with hand over mouth
face_with_hand_over_mouth_29.png,Samsung,🤭,face with hand over mouth
shushing_face_30.png,Apple,🤫,shushing face
shushing_face_30.png,Google,🤫,shushing face
shushing_face_30.png,Facebook,🤫,shushing face
shushing_face_30.png,Windows,🤫,shushing face
shushing_face_30.png,Twitter,🤫,shushing face
shushing_face_30.png,JoyPixels,🤫,shushing face
shushing_face_30.png,Samsung,🤫,shushing face
thinking_face_31.png,Apple,🤔,thinking face
thinking_face_31.png,Google,🤔,thinking face
thinking_face_31.png,Facebook,🤔,thinking face
thinking_face_31.png,Windows,🤔,thinking face
thinking_face_31.png,Twitter,🤔,thinking face
thinking_face_31.png,JoyPixels,🤔,thinking face
thinking_face_31.png,Samsung,🤔,thinking face
zipper-mouth_face_32.png,Apple,🤐,zipper-mouth face
zipper-mouth_face_32.png,Google,🤐,zipper-mouth face
zipper-mouth_face_32.png,Facebook,🤐,zipper-mouth face
zipper-mouth_face_32.png,Windows,🤐,zipper-mouth face
zipper-mouth_face_32.png,Twitter,🤐,zipper-mouth face
zipper-mouth_face_32.png,JoyPixels,🤐,zipper-mouth face
zipper-mouth_face_32.png,Samsung,🤐,zipper-mouth face
face_with_raised_eyebrow_33.png,Apple,🤨,face with raised eyebrow
face_with_raised_eyebrow_33.png,Google,🤨,face with raised eyebrow
face_with_raised_eyebrow_33.png,Facebook,🤨,face with raised eyebrow
face_with_raised_eyebrow_33.png,Windows,🤨,face with raised eyebrow
face_with_raised_eyebrow_33.png,Twitter,🤨,face with raised eyebrow
face_with_raised_eyebrow_33.png,JoyPixels,🤨,face with raised eyebrow
face_with_raised_eyebrow_33.png,Samsung,🤨,face with raised eyebrow
neutral_face_34.png,Apple,😐,neutral face
neutral_face_34.png,Google,😐,neutral face
neutral_face_34.png,Facebook,😐,neutral face
neutral_face_34.png,Windows,😐,neutral face
neutral_face_34.png,Twitter,😐,neutral face
neutral_face_34.png,JoyPixels,😐,neutral face
neutral_face_34.png,Samsung,😐,neutral face
expressionless_face_35.png,Apple,😑,expressionless face
expressionless_face_35.png,Google,😑,expressionless face
expressionless_face_35.png,Facebook,😑,expressionless face
expressionless_face_35.png,Windows,😑,expressionless face
expressionless_face_35.png,Twitter,😑,expressionless face
expressionless_face_35.png,JoyPixels,😑,expressionless face
expressionless_face_35.png,Samsung,😑,expressionless face
face_without_mouth_36.png,Apple,😶,face without mouth
face_without_mouth_36.png,Google,😶,face without mouth
face_without_mouth_36.png,Facebook,😶,face without mouth
face_without_mouth_36.png,Windows,😶,face without mouth
face_without_mouth_36.png,Twitter,😶,face without mouth
face_without_mouth_36.png,JoyPixels,😶,face without mouth
face_without_mouth_36.png,Samsung,😶,face without mouth
⊛_face_in_clouds_37.png,Apple,😶‍🌫️,⊛ face in clouds
⊛_face_in_clouds_37.png,Google,😶‍🌫️,⊛ face in clouds
⊛_face_in_clouds_37.png,Facebook,😶‍🌫️,⊛ face in clouds
⊛_face_in_clouds_37.png,Windows,😶‍🌫️,⊛ face in clouds
⊛_face_in_clouds_37.png,Twitter,😶‍🌫️,⊛ face in clouds
⊛_face_in_clouds_37.png,JoyPixels,😶‍🌫️,⊛ face in clouds
⊛_face_in_clouds_37.png,Samsung,😶‍🌫️,⊛ face in clouds
smirking_face_38.png,Apple,😏,smirking face
smirking_face_38.png,Google,😏,smirking face
smirking_face_38.png,Facebook,😏,smirking face
smirking_face_38.png,Windows,😏,smirking face
smirking_face_38.png,Twitter,😏,smirking face
smirking_face_38.png,JoyPixels,😏,smirking face
smirking_face_38.png,Samsung,😏,smirking face
unamused_face_39.png,Apple,😒,unamused face
unamused_face_39.png,Google,😒,unamused face
unamused_face_39.png,Facebook,😒,unamused face
unamused_face_39.png,Windows,😒,unamused face
unamused_face_39.png,Twitter,😒,unamused face
unamused_face_39.png,JoyPixels,😒,unamused face
unamused_face_39.png,Samsung,😒,unamused face
face_with_rolling_eyes_40.png,Apple,🙄,face with rolling eyes
face_with_rolling_eyes_40.png,Google,🙄,face with rolling eyes
face_with_rolling_eyes_40.png,Facebook,🙄,face with rolling eyes
face_with_rolling_eyes_40.png,Windows,🙄,face with rolling eyes
face_with_rolling_eyes_40.png,Twitter,🙄,face with rolling eyes
face_with_rolling_eyes_40.png,JoyPixels,🙄,face with rolling eyes
face_with_rolling_eyes_40.png,Samsung,🙄,face with rolling eyes
grimacing_face_41.png,Apple,😬,grimacing face
grimacing_face_41.png,Google,😬,grimacing face
grimacing_face_41.png,Facebook,😬,grimacing face
grimacing_face_41.png,Windows,😬,grimacing face
grimacing_face_41.png,Twitter,😬,grimacing face
grimacing_face_41.png,JoyPixels,😬,grimacing face
grimacing_face_41.png,Samsung,😬,grimacing face
⊛_face_exhaling_42.png,Apple,😮‍💨,⊛ face exhaling
⊛_face_exhaling_42.png,Google,😮‍💨,⊛ face exhaling
⊛_face_exhaling_42.png,Facebook,😮‍💨,⊛ face exhaling
⊛_face_exhaling_42.png,Windows,😮‍💨,⊛ face exhaling
⊛_face_exhaling_42.png,Twitter,😮‍💨,⊛ face exhaling
⊛_face_exhaling_42.png,JoyPixels,😮‍💨,⊛ face exhaling
⊛_face_exhaling_42.png,Samsung,😮‍💨,⊛ face exhaling
lying_face_43.png,Apple,🤥,lying face
lying_face_43.png,Google,🤥,lying face
lying_face_43.png,Facebook,🤥,lying face
lying_face_43.png,Windows,🤥,lying face
lying_face_43.png,Twitter,🤥,lying face
lying_face_43.png,JoyPixels,🤥,lying face
lying_face_43.png,Samsung,🤥,lying face
relieved_face_44.png,Apple,😌,relieved face
relieved_face_44.png,Google,😌,relieved face
relieved_face_44.png,Facebook,😌,relieved face
relieved_face_44.png,Windows,😌,relieved face
relieved_face_44.png,Twitter,😌,relieved face
relieved_face_44.png,JoyPixels,😌,relieved face
relieved_face_44.png,Samsung,😌,relieved face
pensive_face_45.png,Apple,😔,pensive face
pensive_face_45.png,Google,😔,pensive face
pensive_face_45.png,Facebook,😔,pensive face
pensive_face_45.png,Windows,😔,pensive face
pensive_face_45.png,Twitter,😔,pensive face
pensive_face_45.png,JoyPixels,😔,pensive face
pensive_face_45.png,Samsung,😔,pensive face
sleepy_face_46.png,Apple,😪,sleepy face
sleepy_face_46.png,Google,😪,sleepy face
sleepy_face_46.png,Facebook,😪,sleepy face
sleepy_face_46.png,Windows,😪,sleepy face
sleepy_face_46.png,Twitter,😪,sleepy face
sleepy_face_46.png,JoyPixels,😪,sleepy face
sleepy_face_46.png,Samsung,😪,sleepy face
drooling_face_47.png,Apple,🤤,drooling face
drooling_face_47.png,Google,🤤,drooling face
drooling_face_47.png,Facebook,🤤,drooling face
drooling_face_47.png,Windows,🤤,drooling face
drooling_face_47.png,Twitter,🤤,drooling face
drooling_face_47.png,JoyPixels,🤤,drooling face
drooling_face_47.png,Samsung,🤤,drooling face
sleeping_face_48.png,Apple,😴,sleeping face
sleeping_face_48.png,Google,😴,sleeping face
sleeping_face_48.png,Facebook,😴,sleeping face
sleeping_face_48.png,Windows,😴,sleeping face
sleeping_face_48.png,Twitter,😴,sleeping face
sleeping_face_48.png,JoyPixels,😴,sleeping face
sleeping_face_48.png,Samsung,😴,sleeping face
face_with_medical_mask_49.png,Apple,😷,face with medical mask
face_with_medical_mask_49.png,Google,😷,face with medical mask
face_with_medical_mask_49.png,Facebook,😷,face with medical mask
face_with_medical_mask_49.png,Windows,😷,face with medical mask
face_with_medical_mask_49.png,Twitter,😷,face with medical mask
face_with_medical_mask_49.png,JoyPixels,😷,face with medical mask
face_with_medical_mask_49.png,Samsung,😷,face with medical mask
face_with_thermometer_50.png,Apple,🤒,face with thermometer
face_with_thermometer_50.png,Google,🤒,face with thermometer
face_with_thermometer_50.png,Facebook,🤒,face with thermometer
face_with_thermometer_50.png,Windows,🤒,face with thermometer
face_with_thermometer_50.png,Twitter,🤒,face with thermometer
face_with_thermometer_50.png,JoyPixels,🤒,face with thermometer
face_with_thermometer_50.png,Samsung,🤒,face with thermometer
face_with_head-bandage_51.png,Apple,🤕,face with head-bandage
face_with_head-bandage_51.png,Google,🤕,face with head-bandage
face_with_head-bandage_51.png,Facebook,🤕,face with head-bandage
face_with_head-bandage_51.png,Windows,🤕,face with head-bandage
face_with_head-bandage_51.png,Twitter,🤕,face with head-bandage
face_with_head-bandage_51.png,JoyPixels,🤕,face with head-bandage
face_with_head-bandage_51.png,Samsung,🤕,face with head-bandage
nauseated_face_52.png,Apple,🤢,nauseated face
nauseated_face_52.png,Google,🤢,nauseated face
nauseated_face_52.png,Facebook,🤢,nauseated face
nauseated_face_52.png,Windows,🤢,nauseated face
nauseated_face_52.png,Twitter,🤢,nauseated face
nauseated_face_52.png,JoyPixels,🤢,nauseated face
nauseated_face_52.png,Samsung,🤢,nauseated face
face_vomiting_53.png,Apple,🤮,face vomiting
face_vomiting_53.png,Google,🤮,face vomiting
face_vomiting_53.png,Facebook,🤮,face vomiting
face_vomiting_53.png,Windows,🤮,face vomiting
face_vomiting_53.png,Twitter,🤮,face vomiting
face_vomiting_53.png,JoyPixels,🤮,face vomiting
face_vomiting_53.png,Samsung,🤮,face vomiting
sneezing_face_54.png,Apple,🤧,sneezing face
sneezing_face_54.png,Google,🤧,sneezing face
sneezing_face_54.png,Facebook,🤧,sneezing face
sneezing_face_54.png,Windows,🤧,sneezing face
sneezing_face_54.png,Twitter,🤧,sneezing face
sneezing_face_54.png,JoyPixels,🤧,sneezing face
sneezing_face_54.png,Samsung,🤧,sneezing face
hot_face_55.png,Apple,🥵,hot face
hot_face_55.png,Google,🥵,hot face
hot_face_55.png,Facebook,🥵,hot face
hot_face_55.png,Windows,🥵,hot face
hot_face_55.png,Twitter,🥵,hot face
hot_face_55.png,JoyPixels,🥵,hot face
hot_face_55.png,Samsung,🥵,hot face
cold_face_56.png,Apple,🥶,cold face
cold_face_56.png,Google,🥶,cold face
cold_face_56.png,Facebook,🥶,cold face
cold_face_56.png,Windows,🥶,cold face
cold_face_56.png,Twitter,🥶,cold face
cold_face_56.png,JoyPixels,🥶,cold face
cold_face_56.png,Samsung,🥶,cold face
woozy_face_57.png,Apple,🥴,woozy face
woozy_face_57.png,Google,🥴,woozy face
woozy_face_57.png,Facebook,🥴,woozy face
woozy_face_57.png,Windows,🥴,woozy face
woozy_face_57.png,Twitter,🥴,woozy face
woozy_face_57.png,JoyPixels,🥴,woozy face
woozy_face_57.png,Samsung,🥴,woozy face
knocked-out_face_58.png,Apple,😵,knocked-out face
knocked-out_face_58.png,Google,😵,knocked-out face
knocked-out_face_58.png,Facebook,😵,knocked-out face
knocked-out_face_58.png,Windows,😵,knocked-out face
knocked-out_face_58.png,Twitter,😵,knocked-out face
knocked-out_face_58.png,JoyPixels,😵,knocked-out face
knocked-out_face_58.png,Samsung,😵,knocked-out face
⊛_face_with_spiral_eyes_59.png,Apple,😵‍💫,⊛ face with spiral eyes
⊛_face_with_spiral_eyes_59.png,Google,😵‍💫,⊛ face with spiral eyes
⊛_face_with_spiral_eyes_59.png,Facebook,😵‍💫,⊛ face with spiral eyes
⊛_face_with_spiral_eyes_59.png,Windows,😵‍💫,⊛ face with spiral eyes
⊛_face_with_spiral_eyes_59.png,Twitter,😵‍💫,⊛ face with spiral eyes
⊛_face_with_spiral_eyes_59.png,JoyPixels,😵‍💫,⊛ face with spiral eyes
⊛_face_with_spiral_eyes_59.png,Samsung,😵‍💫,⊛ face with spiral eyes
exploding_head_60.png,Apple,🤯,exploding head
exploding_head_60.png,Google,🤯,exploding head
exploding_head_60.png,Facebook,🤯,exploding head
exploding_head_60.png,Windows,🤯,exploding head
exploding_head_60.png,Twitter,🤯,exploding head
exploding_head_60.png,JoyPixels,🤯,exploding head
exploding_head_60.png,Samsung,🤯,exploding head
cowboy_hat_face_61.png,Apple,🤠,cowboy hat face
cowboy_hat_face_61.png,Google,🤠,cowboy hat face
cowboy_hat_face_61.png,Facebook,🤠,cowboy hat face
cowboy_hat_face_61.png,Windows,🤠,cowboy hat face
cowboy_hat_face_61.png,Twitter,🤠,cowboy hat face
cowboy_hat_face_61.png,JoyPixels,🤠,cowboy hat face
cowboy_hat_face_61.png,Samsung,🤠,cowboy hat face
partying_face_62.png,Apple,🥳,partying face
partying_face_62.png,Google,🥳,partying face
partying_face_62.png,Facebook,🥳,partying face
partying_face_62.png,Windows,🥳,partying face
partying_face_62.png,Twitter,🥳,partying face
partying_face_62.png,JoyPixels,🥳,partying face
partying_face_62.png,Samsung,🥳,partying face
disguised_face_63.png,Apple,🥸,disguised face
disguised_face_63.png,Google,🥸,disguised face
disguised_face_63.png,Twitter,🥸,disguised face
disguised_face_63.png,JoyPixels,🥸,disguised face
smiling_face_with_sunglasses_64.png,Apple,😎,smiling face with sunglasses
smiling_face_with_sunglasses_64.png,Google,😎,smiling face with sunglasses
smiling_face_with_sunglasses_64.png,Facebook,😎,smiling face with sunglasses
smiling_face_with_sunglasses_64.png,Windows,😎,smiling face with sunglasses
smiling_face_with_sunglasses_64.png,Twitter,😎,smiling face with sunglasses
smiling_face_with_sunglasses_64.png,JoyPixels,😎,smiling face with sunglasses
smiling_face_with_sunglasses_64.png,Samsung,😎,smiling face with sunglasses
nerd_face_65.png,Apple,🤓,nerd face
nerd_face_65.png,Google,🤓,nerd face
nerd_face_65.png,Facebook,🤓,nerd face
nerd_face_65.png,Windows,🤓,nerd face
nerd_face_65.png,Twitter,🤓,nerd face
nerd_face_65.png,JoyPixels,🤓,nerd face
nerd_face_65.png,Samsung,🤓,nerd face
face_with_monocle_66.png,Apple,🧐,face with monocle
face_with_monocle_66.png,Google,🧐,face with monocle
face_with_monocle_66.png,Facebook,🧐,face with monocle
face_with_monocle_66.png,Windows,🧐,face with monocle
face_with_monocle_66.png,Twitter,🧐,face with monocle
face_with_monocle_66.png,JoyPixels,🧐,face with monocle
face_with_monocle_66.png,Samsung,🧐,face with monocle
confused_face_67.png,Apple,😕,confused face
confused_face_67.png,Google,😕,confused face
confused_face_67.png,Facebook,😕,confused face
confused_face_67.png,Windows,😕,confused face
confused_face_67.png,Twitter,😕,confused face
confused_face_67.png,JoyPixels,😕,confused face
confused_face_67.png,Samsung,😕,confused face
worried_face_68.png,Apple,😟,worried face
worried_face_68.png,Google,😟,worried face
worried_face_68.png,Facebook,😟,worried face
worried_face_68.png,Windows,😟,worried face
worried_face_68.png,Twitter,😟,worried face
worried_face_68.png,JoyPixels,😟,worried face
worried_face_68.png,Samsung,😟,worried face
slightly_frowning_face_69.png,Apple,🙁,slightly frowning face
slightly_frowning_face_69.png,Google,🙁,slightly frowning face
slightly_frowning_face_69.png,Facebook,🙁,slightly frowning face
slightly_frowning_face_69.png,Windows,🙁,slightly frowning face
slightly_frowning_face_69.png,Twitter,🙁,slightly frowning face
slightly_frowning_face_69.png,JoyPixels,🙁,slightly frowning face
slightly_frowning_face_69.png,Samsung,🙁,slightly frowning face
frowning_face_70.png,Apple,☹,frowning face
frowning_face_70.png,Google,☹,frowning face
frowning_face_70.png,Facebook,☹,frowning face
frowning_face_70.png,Windows,☹,frowning face
frowning_face_70.png,Twitter,☹,frowning face
frowning_face_70.png,JoyPixels,☹,frowning face
frowning_face_70.png,Samsung,☹,frowning face
